	Identifiant	Dev_stage.x	Site.x	UHI_class_2021.x	UHI_12_02_pixel.x	UHI_03_04_pixel.x	UHI_09_04_pixel.x	Session.x	Dispositif.x	Min1	Min2	Min3	Min4	Min5	Min6	Min7	Min8	Min9	Min10	Min11	Min12	Min13	Min14	Min15	Min16	Min17	Min18	Min19	Min20	Min21	Min22	Min23	Min24	Min25	Min26	Min27	Min28	Min29	Min30	Min31	Min32	Min33	Min34	Min35	Min36	Min37	Min38	Min39	Min40	Min41	Min42	Min43	Min44	Min45	Min46	Min47	Min48	Min49	Min50	Min51	Min52	Min53	Min54	Min55	Min56	Min57	Min58	Min59	Min60	Min61	Min62	Min63	Min64	Min65	Min66	Min67	Min68	Min69	Min70	Min71	Min72	Min73	Min74	Min75	Min76	Min77	Min78	Min79	Min80	Min81	Min82	Min83	Min84	Min85	Min86	Min87	Min88	Min89	Min90
37	F/P/N21	Adult	F	Low	0.950	1.2	1.0375	1	B	27.2	24.7	17.3	27.6	27.2	27.6	22.7	23.2	26.9	26.9	26.9	26.9	26.9	21	28.4	28.4	28.4	28.4	28.4	28.4	20	20	21.9	21.9	21.9	27.9	22	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	27.4	16.8	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7	26.7
38	F/P/N23	Juvenile	F	Low	0.950	1.2	1.0375	1	B	26.6	26.6	21.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	37	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	37.7	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8
39	F/P/N24	Adult	F	Low	0.950	1.2	1.0375	1	B	33.5	33.5	33.5	33.5	17.5	24	17	27.4	28.2	33.3	26.9	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32.8	32.8	32.8	23.7	33.3	27.2	27.4	27.4	28.2	24.4	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8
40	F/P/N25	Juvenile	F	Low	0.950	1.2	1.0375	1	B	24.2	24.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	34.6	34.6	34.6	34.6	34.6	34.6	34.6
41	F/P/N26	Adult	F	Low	0.950	1.2	1.0375	1	B	34	25.2	30.9	30.9	30.9	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	27.1	31.9	31.9	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3
42	F/P/N27	Juvenile	F	Low	0.950	1.2	1.0375	1	B	23.7	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	25.6	29.4	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4
43	F/P/N28	Adult	F	Low	0.950	1.2	1.0375	1	B	28.2	35.8	20.2	23	23	23	25.4	25.4	25.4	25.4	22.4	26.7	26.7	26.7	26.7	23.4	23.4	23.4	23.4	23.4	23.7	23.7	22.7	22.7	22.7	22.7	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	23.9	24	27.6	27.6	27.6	27.6	27.6	27.6	27.6	28.6	20.7	21.7	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	24.2	26.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.9	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2
44	F/P/N29	Adult	F	Low	0.950	1.2	1.0375	1	A	34	32	21.2	24.1	28.8	27.5	38.2	34.5	33.1	21.6	25.7	21	23.5	25.3	30.4	30.4	30.4	30.4	30.4	30.4	30.4	30.4	32.9	32.9	24.1	27	27.7	24.8	25.7	33.5	33.5	33.5	33.5	29.7	29.7	29.7	29.7	15.4	31.3	31.3	31.3	31.3	31.3	31.3	25.7	27.5	31.1	24.6	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.5	31.1	31.1	31.1	24.3	30.2	20.5	29.1	32.2	32.2	32.2	32.2	32.2	32.2	32.2	37.1	34.4	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	29.7	36.7	35.1	35.1	35.1	31.5	23.2
45	F/P/N3	Juvenile	F	Low	0.950	1.2	1.0375	1	A	33.8	33.8	33.8	35.5	36.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	18.5	28.8	28.8	29.1	29.1	29.1	29.1	29.1	27.7	30.6	30.6	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5
46	F/P/N30	Adult	F	Low	0.950	1.2	1.0375	1	A	16.1	25.7	30.2	30.2	26.4	26.4	26.4	26.4	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	29.5	27.7	34	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	34.2	37.8	34.7	34.7	34.7	34.7	34.7	34.7	29.5	32.7	34.7	34.2	34.2	34.2	34.2	34.2	34.2	34.2	30.4	28.8	34.4	28.4	25.9	28.6	28.8	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.5	21.7	24.8	25.5	27.7	30.4	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3
47	F/P/N31	Adult	F	Low	0.950	1.2	1.0375	1	A	33.8	33.8	33.8	35.5	36.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	18.5	28.8	28.8	29.1	29.1	29.1	29.1	29.1	27.7	30.6	30.6	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5
48	F/P/N32	Adult	F	Low	0.950	1.2	1.0375	1	A	16.1	23.9	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2
49	F/P/N33	Adult	F	Low	0.950	1.2	1.0375	1	A	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	37.1	35.6	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	31.1	31.1	31.1
50	F/P/N34	Adult	F	Low	0.950	1.2	1.0375	1	A	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.2	34.2	34.2	34.2	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	34	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32	32	32	32	32	32	32
51	F/P/N35	Adult	F	Low	0.950	1.2	1.0375	1	A	36.7	33.3	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	31.3	24.8	29	29	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	33.6	33.6	33.6	33.6	33.6	26.1	29.9	29.9	33.1	15.8	29.5	25.7	31.3	25.3	33.1	30.6	30.6	34.5	33.8	21.2	33.8	33.8	33.8	33.8	33.8	16.5	32	20.3	33.5	31.1	31.1	32.4	32.4	32.4	22.1	27	34	34	34	34	34	33.5	33.5	33.5	33.5	33.5	28.1	16.1	28.1
52	F/P/N36	Juvenile	F	Low	0.950	1.2	1.0375	1	A	30.6	30	27	30	29	38.2	36.2	26.3	28.4	30.4	30.4	30.4	31.8	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	29.9	38.2	34.7	15.2	31.1	31.8	30.8	26.6	32	32	32	32	32	28.1	30.6	24.3	29.9	32.7	30.6	26.1	30.9	27.3	29.1	20.5	26.6	30.2	34.2	31.5	29.1	28.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4
53	F/P/N37	Adult	F	Low	0.950	1.2	1.0375	1	A	26.4	25.3	28.2	29.5	29.5	30.9	30.9	32.6	32.6	35.6	33.8	33.1	32.4	31.3	31.3	32.7	34.2	34	33.5	32.6	32.6	32.6	32.6	31.1	31.1	31.1	31.1	31.1	31.1	31.1	32	32	32	32	32	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32	32	32	32	32	33.3	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32.2	32.2	32.2	32.2	32.2
54	F/P/N38	Adult	F	Low	0.950	1.2	1.0375	1	A	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32	32	32	32	32	32	32	32	31.1	28.4	26.8	32.4	34.2	34.2	34.2	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32.9	32.9	32.9	32.9	32.9
55	F/P/N39	Adult	F	Low	0.950	1.2	1.0375	1	A	18.7	16.1	22.6	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	30.6	30.6	32	32	32	32	32	32	32	32	32	29.7	33.5	22.6	29.7	24.8	29	34	34	34	34	34	34	34	34	34	34	34
56	F/P/N4	Adult	F	Low	0.950	1.2	1.0375	1	A	16.1	23.9	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2
57	F/P/N40	Adult	F	Low	0.950	1.2	1.0375	1	A	15.4	15.4	15.8	17.2	25.3	29.1	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.1	35.1	35.1	35.1	35.1	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	34.9	34.9	34.9	34.9	34.9	34.9	34.9	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	34	34	34	34	34	34	34
58	F/P/N41	Adult	F	Low	0.950	1.2	1.0375	1	A	28.8	16.1	24.6	24.6	26.1	33.5	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	26.8	31.1	32.7	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4
59	F/P/N42	Juvenile	F	Low	0.950	1.2	1.0375	1	A	27	27.2	27.2	25.3	25.3	25.5	27	27	27.5	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.2	30.2	30.2	29.7	29.5	29.5	30.9	30.9	38.2	34.4	32.6	32.7	29.9	29.9	29.9	30.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32.2	32.2	32.2	32.2	32.2	32.9	32.9	38	33.5	33.5	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32.9	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	38.2	34.4	33.1	33.1	33.1	33.1
60	F/P/N5	Juvenile	F	Low	0.950	1.2	1.0375	1	A	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	37.1	35.6	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	31.1	31.1	31.1
61	F/P/N6	Adult	F	Low	0.950	1.2	1.0375	1	A	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.2	34.2	34.2	34.2	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	34	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32	32	32	32	32	32	32
62	F/P/N7	Adult	F	Low	0.950	1.2	1.0375	1	A	36.7	33.3	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	31.3	24.8	29	29	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	33.6	33.6	33.6	33.6	33.6	26.1	29.9	29.9	33.1	15.8	29.5	25.7	31.3	25.3	33.1	30.6	30.6	34.5	33.8	21.2	33.8	33.8	33.8	33.8	33.8	16.5	32	20.3	33.5	31.1	31.1	32.4	32.4	32.4	22.1	27	34	34	34	34	34	33.5	33.5	33.5	33.5	33.5	28.1	16.1	28.1
63	F/P/N8	Adult	F	Low	0.950	1.2	1.0375	1	A	30.6	30	27	30	29	38.2	36.2	26.3	28.4	30.4	30.4	30.4	31.8	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	29.9	38.2	34.7	15.2	31.1	31.8	30.8	26.6	32	32	32	32	32	28.1	30.6	24.3	29.9	32.7	30.6	26.1	30.9	27.3	29.1	20.5	26.6	30.2	34.2	31.5	29.1	28.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4
64	F/P/N9	Juvenile	F	Low	0.950	1.2	1.0375	1	A	26.4	25.3	28.2	29.5	29.5	30.9	30.9	32.6	32.6	35.6	33.8	33.1	32.4	31.3	31.3	32.7	34.2	34	33.5	32.6	32.6	32.6	32.6	31.1	31.1	31.1	31.1	31.1	31.1	31.1	32	32	32	32	32	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32	32	32	32	32	33.3	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32.2	32.2	32.2	32.2	32.2
65	H1/P/N1	Juvenile	H1	High	1.150	0.95	1.0250	1	A	20.8	20.8	26.6	26.6	19.4	21.9	30.9	30.9	30.9	30.9	30.9	15.1	15.1	26.1	29.1	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.6	33.6	32.7	32.6	32.6	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34	34	34	34	34	34	34	34	34	34	34	34	34	33.6	33.6	33.6	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.5	34.7	34.7	34.7	34.7	34.7	34.7	34.7
66	H1/P/N10	Juvenile	H1	High	1.150	0.95	1.0250	1	A	27	15.1	15.1	17.2	20.3	32.9	35.8	35.3	34	31.1	26.6	25	25	25	31.7	33.8	32.6	30.8	30.8	30.8	21.9	27.3	27.3	27.3	32.7	32.9	32.9	30.8	25.7	25.7	23.9	23.9	27.3	30.2	30.8	31.8	31.8	31.8	30.6	30.6	30.6	29.5	29.5	31.5	32.6	28.8	23.7	27.7	27.7	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.3	29.3	29.3	29.3	29.9	30.6	31.8	34.5	29.3	29.3	25.9	30.6	32.9	32.9	32.9	32.9	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	32.4	32	32	32
67	H1/P/N12	Juvenile	H1	High	1.150	0.95	1.0250	1	A	20.8	16.5	20.5	15.8	15.4	17.6	16.7	18.7	16.7	19	19	15.6	15.4	18.3	18.5	15.4	16.1	15.4	15.4	17.4	16	16	16	16.1	16.1	17.8	19.4	19.4	15.1	17.8	15.4	16.1	16.1	16.1	18.3	30.9	15.4	19.8	15.4	18.3	36	30.6	30.6	31.3	33.1	25.5	30.6	37.1	33.5	15.1	16.1	15.1	15.1	15.1	15.1	15.1	15.1	15.1	15.1	28.1	32	32	32.4	34.2	33.8	15.4	15.1	28.4	20.3	32.7	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5
68	H1/P/N13	Juvenile	H1	High	1.150	0.95	1.0250	1	A	32.6	15.1	35.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.5	32.7	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.5	32	32	32	32	32	32	32.4	32.4	32.4	38	38	34.4	33.6	33.5	31.8	32.6	32.6	32.6	34.2	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	31.7	31.7	31.7	31.7	32	32	32	32	32
69	H1/P/N14	Juvenile	H1	High	1.150	0.95	1.0250	1	A	21.6	21.6	21.9	16.1	16.9	15.1	25.2	25.2	16	16.1	18.3	28.8	15.8	21.2	32.6	32.6	25.9	30.4	30.4	30.4	15.1	15.1	16.1	15.4	17	33.8	31.8	31.8	31.8	31.8	15.1	36.9	15.1	16	17.6	24.1	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	15.1	16.5	15.1	17.6	23	25.9	27.2	27.2	15.1	17.6	16.1	15.1	16.1	16.9	26.8	26.8	26.8	30	30	30	30	30	30	30	30	30	30	30	30	30	30.8	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7
70	H1/P/N16	Juvenile	H1	High	1.150	0.95	1.0250	1	A	23.9	23.9	25.9	25.9	31.3	35.1	35.1	35.1	35.1	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34	34	33.6	33.6	33.6	33.6	33.6	33.6	24.6	32.7	32.7	32.7	33.6	33.6	33.6	33.6	33.6	33.6	33.6	32.4	33.1	27.3	33.1	33.1	33.1	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.3	33.3	33.3	33.3	33.3	33.5	33.5	33.5	33.5	33.5	33.5	38	33.8	33.8	33.8	33.8	33.8	33.8	33.8
71	H1/P/N17	Juvenile	H1	High	1.150	0.95	1.0250	1	A	30	30	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	30.2	29.7	29.7	29.7	29.7	29.7	29.7	29.7	29.7	29.7	29.7	29.7	29.7	30	30	30	30	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	34.5	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
